Transaction UUID,Status,OriginalAmount,OriginalCurrency,MerchantAmount,MerchantCurrency,CustomerAmount,CustomerCurrency,Operation,Reference No,Create Date
3624277-1458730451-119,WAITING,10,EUR,10,EUR,10,EUR,3D,101-1458730451-3672-630134,23/03/2016 10:54
3624283-1458730454-264,DECLINED,500,TRY,155.34,EUR,183.84,USD,3DAUTH,49575481,23/03/2016 10:54
3624364-1458730580-216,DECLINED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458730448-4634-4665890,23/03/2016 10:56
3624259-1458730446-145,APPROVED,10.61,EUR,10.61,EUR,105.62,NOK,DIRECT,73-1458730446-2992-934661,23/03/2016 10:54
3624253-1458730444-187,APPROVED,42.31,EUR,42.31,EUR,421.18,NOK,DIRECT,346-1458730444-0597-635186,23/03/2016 10:54
3624331-1458730532-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730436-7356-4666442,23/03/2016 10:55
3624244-1458730436-199,DECLINED,27.16,EUR,27.16,EUR,270.37,NOK,DIRECT,419-1458730435-9283-3942523,23/03/2016 10:53
3624262-1458730447-145,APPROVED,136.5,EUR,136.5,EUR,210.64,CAD,3DAUTH,73-1458730433-2171-861560,23/03/2016 10:54
3624265-1458730448-107,DECLINED,10.84,EUR,10.84,EUR,36.83,TRY,3DAUTH,578-1458730428-1077-694253,23/03/2016 10:54
3624289-1458730467-261,APPROVED,106.98,EUR,106.98,EUR,1064.94,NOK,3DAUTH,31-1458730426-1859-4666438,23/03/2016 10:54
3624235-1458730428-264,DECLINED,500,TRY,155.3,EUR,183.73,USD,3DAUTH,49575421,23/03/2016 10:53
3624220-1458730419-199,DECLINED,54.32,EUR,54.32,EUR,540.74,NOK,DIRECT,419-1458730418-7787-3942523,23/03/2016 10:53
3624238-1458730431-56,APPROVED,32.03,EUR,32.03,EUR,108.81,TRY,3DAUTH,30098028,23/03/2016 10:53
3624256-1458730446-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,91-1458730415-3561-4517837,23/03/2016 10:54
3624274-1458730449-216,DECLINED,65.36,EUR,65.36,EUR,222.03,TRY,3DAUTH,10-1458730411-762-4666434,23/03/2016 10:54
3624295-1458730468-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730406-2417-4666430,23/03/2016 10:54
3624202-1458730406-187,APPROVED,52.89,EUR,52.89,EUR,526.5,NOK,DIRECT,346-1458730405-5377-1424901,23/03/2016 10:53
3624199-1458730404-216,WAITING,15.56,EUR,15.56,EUR,52.86,TRY,3D,10-1458730403-9413-4176427,23/03/2016 10:53
3624226-1458730425-216,DECLINED,87.15,EUR,87.15,EUR,296.05,TRY,3DAUTH,10-1458730399-7816-50775,23/03/2016 10:53
3624190-1458730399-164,WAITING,50,EUR,50,EUR,50,EUR,3D,219-1458730398-5994-366536,23/03/2016 10:53
3624196-1458730402-264,DECLINED,500,TRY,155.3,EUR,183.73,USD,3DAUTH,49575333,23/03/2016 10:53
3624250-1458730438-216,APPROVED,20.23,EUR,20.23,EUR,68.73,TRY,3DAUTH,10-1458730395-5775-4440481,23/03/2016 10:53
3624184-1458730397-160,APPROVED,18.64,EUR,18.64,EUR,63.32,TRY,3DAUTH,598-1458730380-3798-696572,23/03/2016 10:53
3624172-1458730380-107,WAITING,17.04,EUR,17.04,EUR,57.89,TRY,3D,578-1458730379-6615-694451,23/03/2016 10:53
3624166-1458730375-107,WAITING,61.96,EUR,61.96,EUR,210.48,TRY,3D,578-1458730374-5178-813284,23/03/2016 10:52
3624217-1458730417-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730372-0371-4666426,23/03/2016 10:53
3624178-1458730394-216,APPROVED,26.46,EUR,26.46,EUR,89.89,TRY,3DAUTH,10-1458730364-84-3910870,23/03/2016 10:53
3624148-1458730351-224,APPROVED,10.82,EUR,10.82,EUR,107.71,NOK,DIRECT,12-1458730350-9805-532220,23/03/2016 10:52
3624142-1458730350-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458730349-5135-4666422,23/03/2016 10:52
3624136-1458730343-134,APPROVED,12.7,EUR,12.7,EUR,12.7,EUR,DIRECT,215-1458730341-2604-4666418,23/03/2016 10:52
3624133-1458730339-224,APPROVED,45.6,EUR,45.6,EUR,6064.5,JPY,DIRECT,12-1458730338-8904-3474926,23/03/2016 10:52
3624154-1458730359-216,DECLINED,29.57,EUR,29.57,EUR,100.45,TRY,3DAUTH,10-1458730334-2601-115866,23/03/2016 10:52
3624169-1458730375-179,APPROVED,31.13,EUR,31.13,EUR,105.75,TRY,3DAUTH,573-1458730333-304-4425154,23/03/2016 10:52
3624121-1458730330-124,APPROVED,14.82,EUR,14.82,EUR,147.53,NOK,DIRECT,1138-1458730329-6152-4637887,23/03/2016 10:52
3624598-1458730832-63,APPROVED,200,TRY,200,TRY,200,TRY,3DAUTH,DP1069275,23/03/2016 11:00
3624151-1458730357-216,APPROVED,14.63,EUR,14.63,EUR,49.7,TRY,3DAUTH,10-1458730325-7485-4466410,23/03/2016 10:52
3624112-1458730325-224,APPROVED,12.98,EUR,12.98,EUR,129.22,NOK,DIRECT,12-1458730325-246-295601,23/03/2016 10:52
3624157-1458730363-216,DECLINED,13.38,EUR,13.38,EUR,45.46,TRY,3DAUTH,10-1458730321-6927-179877,23/03/2016 10:52
3624139-1458730344-119,APPROVED,10,EUR,10,EUR,10,EUR,3DAUTH,13-1458730320-2414-4333429,23/03/2016 10:52
3624103-1458730312-171,DECLINED,10,EUR,10,EUR,99.55,NOK,DIRECT,34-1458730311-6036-809750,23/03/2016 10:51
3624346-1458730544-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730308-9481-4666414,23/03/2016 10:55
3624145-1458730351-107,APPROVED,10.84,EUR,10.84,EUR,36.83,TRY,3DAUTH,578-1458730303-8376-829658,23/03/2016 10:52
3624085-1458730302-224,APPROVED,27.36,EUR,27.36,EUR,3638.7,JPY,DIRECT,12-1458730301-5817-3996103,23/03/2016 10:51
3624124-1458730332-164,DECLINED,100,EUR,100,EUR,100,EUR,3DAUTH,219-1458730287-5244-366536,23/03/2016 10:52
3624061-1458730277-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458730276-5167-4666410,23/03/2016 10:51
3624100-1458730310-119,APPROVED,100,EUR,100,EUR,995.46,NOK,3DAUTH,442-1458730273-3472-4666406,23/03/2016 10:51
3624055-1458730275-224,APPROVED,9.12,EUR,9.12,EUR,1212.9,JPY,DIRECT,12-1458730275-1567-3968290,23/03/2016 10:51
3624076-1458730287-119,APPROVED,50,EUR,50,EUR,50,EUR,3DAUTH,91-1458730263-395-1677816,23/03/2016 10:51
3624067-1458730285-264,APPROVED,46,TRY,14.28,EUR,48.53,TRY,3DAUTH,49574903,23/03/2016 10:51
3624088-1458730304-101,APPROVED,64.06,EUR,64.06,EUR,217.62,TRY,3DAUTH,99-1458730261-9417-4481129,23/03/2016 10:51
3624043-1458730261-224,APPROVED,56.54,EUR,56.54,EUR,7513.19,JPY,DIRECT,12-1458730261-1829-4385863,23/03/2016 10:51
3624037-1458730258-56,ERROR,8,EUR,8,EUR,27.18,TRY,3D,30097998,23/03/2016 10:50
3624070-1458730285-101,APPROVED,64.06,EUR,64.06,EUR,217.62,TRY,3DAUTH,99-1458730255-0777-4352785,23/03/2016 10:51
3624031-1458730250-261,APPROVED,21.4,EUR,21.4,EUR,212.76,NOK,DIRECT,32-1458730249-833-50111,23/03/2016 10:50
3624064-1458730283-216,APPROVED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458730248-0174-3847936,23/03/2016 10:51
3624025-1458730248-224,APPROVED,51.13,EUR,51.13,EUR,508.33,NOK,DIRECT,12-1458730246-9417-306319,23/03/2016 10:50
3624073-1458730287-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730241-2325-4666402,23/03/2016 10:51
3624019-1458730239-187,APPROVED,52.89,EUR,52.89,EUR,525.83,NOK,DIRECT,346-1458730239-1657-635186,23/03/2016 10:50
3624082-1458730291-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730238-5426-4666398,23/03/2016 10:51
3624004-1458730223-126,DECLINED,10.25,EUR,10.25,EUR,101.91,NOK,DIRECT,51-1458730223-3338-414788,23/03/2016 10:50
3624094-1458730308-101,APPROVED,7.73,EUR,7.73,EUR,26.26,TRY,3DAUTH,232-1458730214-1262-4648303,23/03/2016 10:51
3624553-1458730783-63,APPROVED,200,TRY,200,TRY,200,TRY,3DAUTH,DP1069259,23/03/2016 10:59
3624040-1458730260-216,APPROVED,12.45,EUR,12.45,EUR,42.3,TRY,3DAUTH,10-1458730202-503-703748,23/03/2016 10:51
3623983-1458730199-171,DECLINED,25,EUR,25,EUR,248.55,NOK,DIRECT,34-1458730198-4545-809750,23/03/2016 10:49
3623986-1458730200-264,DECLINED,500,TRY,155.2,EUR,183.84,USD,3DAUTH,49574735,23/03/2016 10:50
3624010-1458730228-56,APPROVED,16.01,EUR,16.01,EUR,54.39,TRY,3DAUTH,30097982,23/03/2016 10:50
3623995-1458730210-264,DECLINED,47,TRY,14.58,EUR,49.59,TRY,3DAUTH,49574619,23/03/2016 10:50
3624001-1458730217-216,APPROVED,99.6,EUR,99.6,EUR,338.35,TRY,3DAUTH,10-1458730188-9067-4415599,23/03/2016 10:50
3624007-1458730224-164,DECLINED,150,EUR,150,EUR,150,EUR,3DAUTH,219-1458730187-844-366536,23/03/2016 10:50
3623974-1458730192-289,WAITING,750,TRY,750,TRY,750,TRY,3DAUTH,155887902,23/03/2016 10:49
3623956-1458730168-264,DECLINED,500,TRY,155.2,EUR,183.84,USD,3DAUTH,49574581,23/03/2016 10:49
3623944-1458730158-98,APPROVED,49,EUR,49,EUR,49,EUR,REFUND,1399-1458730156-915-4566005,23/03/2016 10:49
3623938-1458730151-126,DECLINED,20.5,EUR,20.5,EUR,203.81,NOK,3DAUTH,47-1458730141-2573-2666556,23/03/2016 10:49
3623941-1458730152-126,APPROVED,18.45,EUR,18.45,EUR,183.43,NOK,3DAUTH,47-1458730140-2881-4568348,23/03/2016 10:49
3624013-1458730232-56,DECLINED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30097971,23/03/2016 10:50
3623929-1458730130-264,DECLINED,500,TRY,155.2,EUR,183.84,USD,3DAUTH,49574455,23/03/2016 10:48
3623947-1458730160-216,DECLINED,12.45,EUR,12.45,EUR,42.3,TRY,3DAUTH,10-1458730117-2087-703748,23/03/2016 10:49
3623914-1458730106-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155887802,23/03/2016 10:48
3623911-1458730106-224,APPROVED,36.47,EUR,36.47,EUR,4846.24,JPY,DIRECT,12-1458730105-8562-3381209,23/03/2016 10:48
3623905-1458730100-187,DECLINED,10,EUR,10,EUR,99.42,NOK,DIRECT,346-1458730094-982-4666394,23/03/2016 10:48
3623908-1458730104-126,DECLINED,20.5,EUR,20.5,EUR,203.81,NOK,3DAUTH,47-1458730090-5821-2666556,23/03/2016 10:48
3623959-1458730175-117,APPROVED,30,EUR,30,EUR,30,EUR,3DAUTH,1176-1458730083-8323-4666390,23/03/2016 10:49
3623884-1458730079-264,DECLINED,500,TRY,155.2,EUR,183.73,USD,3DAUTH,49574399,23/03/2016 10:47
3623917-1458730111-216,APPROVED,31.13,EUR,31.13,EUR,105.6,TRY,3DAUTH,10-1458730072-019-1276374,23/03/2016 10:48
3623872-1458730071-119,APPROVED,200,EUR,200,EUR,1988.22,NOK,DIRECT,443-1458730070-8429-4604579,23/03/2016 10:47
3623902-1458730095-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458730068-3676-4411831,23/03/2016 10:48
3623887-1458730084-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,91-1458730058-7131-4517837,23/03/2016 10:48
3623881-1458730076-216,DECLINED,12.45,EUR,12.45,EUR,42.23,TRY,3DAUTH,10-1458730056-6322-703748,23/03/2016 10:47
3623851-1458730052-126,APPROVED,20.5,EUR,20.5,EUR,203.8,NOK,DIRECT,48-1458730052-3974-3401054,23/03/2016 10:47
3623845-1458730049-125,APPROVED,200,EUR,200,EUR,26598.66,JPY,DIRECT,133-1458730049-0064-4471609,23/03/2016 10:47
3623842-1458730049-238,DECLINED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458730048-3771-4666386,23/03/2016 10:47
3623839-1458730046-289,WAITING,10000,TRY,10000,TRY,10000,TRY,3D,155887632,23/03/2016 10:47
3623866-1458730066-56,APPROVED,96.1,EUR,96.1,EUR,325.97,TRY,3DAUTH,30097953,23/03/2016 10:47
3623833-1458730040-187,APPROVED,31.74,EUR,31.74,EUR,315.53,NOK,DIRECT,346-1458730040-0984-4254412,23/03/2016 10:47
3623863-1458730064-56,DECLINED,31.71,EUR,31.71,EUR,107.56,TRY,3DAUTH,30097952,23/03/2016 10:47
3623899-1458730095-254,APPROVED,175,TRY,175,TRY,175,TRY,3DAUTH,PK-10803,23/03/2016 10:48
3623896-1458730092-56,DECLINED,8,EUR,8,EUR,27.14,TRY,3DAUTH,30097943,23/03/2016 10:48
3623848-1458730049-56,APPROVED,48.04,EUR,48.04,EUR,162.95,TRY,3DAUTH,30097942,23/03/2016 10:47
3623797-1458729999-145,APPROVED,31.82,EUR,31.82,EUR,316.33,NOK,DIRECT,73-1458729998-9167-1924722,23/03/2016 10:46
3623794-1458729996-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458729996-0519-4320655,23/03/2016 10:46
3623824-1458730034-216,APPROVED,15.56,EUR,15.56,EUR,52.78,TRY,3DAUTH,10-1458729991-0523-4424047,23/03/2016 10:47
3623803-1458730004-216,DECLINED,24.9,EUR,24.9,EUR,84.46,TRY,3DAUTH,10-1458729976-7322-4440481,23/03/2016 10:46
3623806-1458730006-56,DECLINED,32.03,EUR,32.03,EUR,108.65,TRY,3DAUTH,30097931,23/03/2016 10:46
3623818-1458730016-216,APPROVED,12.45,EUR,12.45,EUR,42.23,TRY,3DAUTH,10-1458729974-8124-5872,23/03/2016 10:46
3623854-1458730056-56,APPROVED,8.96,EUR,8.96,EUR,30.4,TRY,3DAUTH,30097927,23/03/2016 10:47
3623773-1458729956-216,WAITING,23.34,EUR,23.34,EUR,79.17,TRY,3D,10-1458729956-0456-4011652,23/03/2016 10:45
3623779-1458729967-119,APPROVED,250,EUR,250,EUR,250,EUR,3DAUTH,101-1458729944-0892-4636691,23/03/2016 10:46
3623758-1458729940-261,APPROVED,10.7,EUR,10.7,EUR,106.37,NOK,DIRECT,32-1458729939-8307-37627,23/03/2016 10:45
3623815-1458730011-56,APPROVED,9.6,EUR,9.6,EUR,32.57,TRY,3DAUTH,30097921,23/03/2016 10:46
3623761-1458729941-203,APPROVED,77.5,EUR,77.5,EUR,262.88,TRY,3DAUTH,1477-1458729923-4879-4666382,23/03/2016 10:45
3623743-1458729921-119,APPROVED,300,EUR,300,EUR,2982.32,NOK,DIRECT,5-1458729921-4414-923261,23/03/2016 10:45
3623740-1458729921-187,APPROVED,21.16,EUR,21.16,EUR,210.36,NOK,DIRECT,346-1458729920-6437-2325240,23/03/2016 10:45
3623734-1458729912-187,APPROVED,52.89,EUR,52.89,EUR,525.79,NOK,DIRECT,346-1458729911-9617-635186,23/03/2016 10:45
3623731-1458729909-261,APPROVED,21.4,EUR,21.4,EUR,212.74,NOK,DIRECT,32-1458729909-5918-44081,23/03/2016 10:45
3623749-1458729929-219,APPROVED,50,EUR,50,EUR,50,EUR,3DAUTH,1223-1458729909-3124-3942922,23/03/2016 10:45
3623770-1458729944-56,APPROVED,18.57,EUR,18.57,EUR,62.99,TRY,3DAUTH,30097916,23/03/2016 10:45
3623752-1458729932-107,APPROVED,30.98,EUR,30.98,EUR,105.24,TRY,3DAUTH,578-1458729891-5946-728045,23/03/2016 10:45
3623716-1458729889-101,WAITING,54.46,EUR,54.46,EUR,185.01,TRY,3D,99-1458729889-0773-4551449,23/03/2016 10:44
3623800-1458730004-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458729877-8047-4666378,23/03/2016 10:46
3623764-1458729942-216,DECLINED,31.13,EUR,31.13,EUR,105.75,TRY,3DAUTH,10-1458729876-6982-4611363,23/03/2016 10:45
3623698-1458729869-289,WAITING,400,TRY,400,TRY,400,TRY,3D,155887272,23/03/2016 10:44
3623695-1458729862-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458729862-0033-4666374,23/03/2016 10:44
3623710-1458729885-216,APPROVED,12.45,EUR,12.45,EUR,42.3,TRY,3DAUTH,10-1458729852-095-2946080,23/03/2016 10:44
3623692-1458729862-56,DECLINED,48.04,EUR,48.04,EUR,163.2,TRY,3DAUTH,30097906,23/03/2016 10:44
3623701-1458729873-56,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30097905,23/03/2016 10:44
3623713-1458729885-216,DECLINED,15.56,EUR,15.56,EUR,52.86,TRY,3DAUTH,10-1458729844-8751-4449391,23/03/2016 10:44
3623677-1458729841-200,APPROVED,15,EUR,15,EUR,149.13,NOK,STORED,239-1458729840-6607-4250749,23/03/2016 10:44
3623671-1458729838-224,APPROVED,64.94,EUR,64.94,EUR,645.63,NOK,DIRECT,12-1458729837-648-3525152,23/03/2016 10:43
3623662-1458729825-224,APPROVED,403.58,EUR,403.58,EUR,53608.51,JPY,DIRECT,12-1458729825-184-3489182,23/03/2016 10:43
3623737-1458729915-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458729823-7867-4666370,23/03/2016 10:45
3623665-1458729828-216,APPROVED,62.25,EUR,62.25,EUR,211.47,TRY,3DAUTH,10-1458729805-4967-4666366,23/03/2016 10:43
3623668-1458729833-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,20-1458729802-7546-4666362,23/03/2016 10:43
3623659-1458729825-216,APPROVED,326.82,EUR,326.82,EUR,1110.21,TRY,3DAUTH,10-1458729802-4932-3847306,23/03/2016 10:43
3623638-1458729800-82,DECLINED,0.01,USD,0,EUR,0.01,USD,STORED,312127399,23/03/2016 10:43
3623632-1458729796-224,APPROVED,51.13,EUR,51.13,EUR,508.33,NOK,DIRECT,12-1458729795-8547-306319,23/03/2016 10:43
3623629-1458729790-224,APPROVED,54.11,EUR,54.11,EUR,537.96,NOK,DIRECT,12-1458729790-3798-72913,23/03/2016 10:43
3623623-1458729784-237,WAITING,1,EUR,1,EUR,1,EUR,3D,1691-1458729783-6206-4666358,23/03/2016 10:43
3623635-1458729798-101,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,99-1458729776-0119-4292329,23/03/2016 10:43
3623653-1458729819-216,APPROVED,74.7,EUR,74.7,EUR,253.76,TRY,3DAUTH,10-1458729773-4069-503477,23/03/2016 10:43
3623674-1458729838-254,APPROVED,5160,TRY,5160,TRY,5160,TRY,3DAUTH,PK-10802,23/03/2016 10:43
3623617-1458729775-56,DECLINED,14.08,EUR,14.08,EUR,47.83,TRY,3DAUTH,30097895,23/03/2016 10:42
3623962-1458730187-216,APPROVED,93.38,EUR,93.38,EUR,317.22,TRY,3DAUTH,10-1458729747-7784-4666354,23/03/2016 10:49
3623593-1458729741-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155886942,23/03/2016 10:42
3623590-1458729739-199,APPROVED,54.32,EUR,54.32,EUR,540.04,NOK,DIRECT,419-1458729738-1545-3942523,23/03/2016 10:42
3623587-1458729737-187,APPROVED,52.89,EUR,52.89,EUR,525.83,NOK,DIRECT,346-1458729736-5544-635186,23/03/2016 10:42
3623584-1458729728-56,WAITING,8,EUR,8,EUR,27.18,TRY,3D,30097889,23/03/2016 10:42
3623611-1458729766-203,APPROVED,46.5,EUR,46.5,EUR,157.73,TRY,3DAUTH,1477-1458729720-0493-4666350,23/03/2016 10:42
3623608-1458729763-164,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,219-1458729715-6967-407080,23/03/2016 10:42
3623569-1458729708-126,APPROVED,51.25,EUR,51.25,EUR,510.18,NOK,DIRECT,48-1458729708-3172-4666346,23/03/2016 10:41
3623566-1458729706-124,APPROVED,105.86,EUR,105.86,EUR,1053.79,NOK,DIRECT,1138-1458729706-5779-4638415,23/03/2016 10:41
3623626-1458729788-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458729705-487-4666342,23/03/2016 10:43
3623560-1458729702-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458729702-3263-4666338,23/03/2016 10:41
3624517-1458730752-63,DECLINED,150,TRY,150,TRY,150,TRY,3DAUTH,DP1069252,23/03/2016 10:59
3623551-1458729697-224,APPROVED,36.47,EUR,36.47,EUR,4850.27,JPY,DIRECT,12-1458729696-6584-3381209,23/03/2016 10:41
3623545-1458729693-56,WAITING,8,EUR,8,EUR,27.14,TRY,3D,30097865,23/03/2016 10:41
3623536-1458729676-199,APPROVED,264.98,EUR,264.98,EUR,2637.76,NOK,DIRECT,420-1458729676-0926-495078,23/03/2016 10:41
3623548-1458729695-56,DECLINED,64.06,EUR,64.06,EUR,217.29,TRY,3DAUTH,30097871,23/03/2016 10:41
3623722-1458729901-289,APPROVED,1499,TRY,1499,TRY,1499,TRY,3DAUTH,155886812,23/03/2016 10:45
3623542-1458729689-102,APPROVED,9.3,EUR,9.3,EUR,31.55,TRY,3DAUTH,743-1458729673-3526-4224823,23/03/2016 10:41
3623521-1458729657-125,DECLINED,10,EUR,10,EUR,1329.94,JPY,DIRECT,133-1458729656-7578-4385692,23/03/2016 10:40
3623518-1458729655-199,DECLINED,529.96,EUR,529.96,EUR,5275.52,NOK,DIRECT,419-1458729655-1203-3942523,23/03/2016 10:40
3623539-1458729678-216,DECLINED,14.01,EUR,14.01,EUR,47.53,TRY,3DAUTH,10-1458729652-5559-2946080,23/03/2016 10:41
3623575-1458729715-216,DECLINED,15.56,EUR,15.56,EUR,52.78,TRY,3DAUTH,10-1458729646-8207-3021113,23/03/2016 10:41
3623557-1458729702-162,DECLINED,62,EUR,62,EUR,210.3,TRY,3DAUTH,601-1458729646-9002-4088971,23/03/2016 10:41
3623503-1458729638-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458729638-0389-1318707,23/03/2016 10:40
3623500-1458729634-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458729634-4813-1318707,23/03/2016 10:40
3623524-1458729660-124,APPROVED,102.5,EUR,102.5,EUR,1020.35,NOK,3DAUTH,1135-1458729615-9388-4580726,23/03/2016 10:41
3623572-1458729710-289,APPROVED,1000,TRY,1000,TRY,1000,TRY,3DAUTH,155886652,23/03/2016 10:41
3623485-1458729601-216,WAITING,10.89,EUR,10.89,EUR,36.94,TRY,3D,10-1458729600-6702-1318707,23/03/2016 10:40
3623494-1458729630-56,DECLINED,11.21,EUR,11.21,EUR,38.03,TRY,3DAUTH,30097857,23/03/2016 10:40
3623479-1458729595-145,APPROVED,10.61,EUR,10.61,EUR,105.62,NOK,DIRECT,73-1458729595-1812-3918166,23/03/2016 10:39
3623512-1458729650-216,DECLINED,29.55,EUR,29.55,EUR,100.24,TRY,3DAUTH,10-1458729592-0419-4474571,23/03/2016 10:40
3623470-1458729589-187,APPROVED,52.89,EUR,52.89,EUR,526.5,NOK,DIRECT,346-1458729588-8197-635186,23/03/2016 10:39
3623467-1458729584-200,APPROVED,54.8,EUR,54.8,EUR,545.51,NOK,STORED,59-1458729584-0963-4291390,23/03/2016 10:39
3623497-1458729630-101,APPROVED,73.68,EUR,73.68,EUR,249.92,TRY,3DAUTH,99-1458729572-249-4424308,23/03/2016 10:40
3623473-1458729591-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458729552-7411-4339894,23/03/2016 10:39
3623434-1458729540-119,APPROVED,100,EUR,100,EUR,994.11,NOK,DIRECT,5-1458729540-4557-1362657,23/03/2016 10:39
3623461-1458729576-216,APPROVED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458729531-1608-4339249,23/03/2016 10:39
3623440-1458729549-119,APPROVED,150,EUR,150,EUR,150,EUR,3DAUTH,101-1458729528-9409-4636691,23/03/2016 10:39
3623449-1458729554-216,APPROVED,31.11,EUR,31.11,EUR,105.69,TRY,3DAUTH,10-1458729519-7011-4642103,23/03/2016 10:39
3623455-1458729556-216,DECLINED,15.55,EUR,15.55,EUR,52.83,TRY,3DAUTH,10-1458729512-9415-4666334,23/03/2016 10:39
3623437-1458729546-216,DECLINED,20.22,EUR,20.22,EUR,68.7,TRY,3DAUTH,10-1458729509-5247-4344013,23/03/2016 10:39
3623464-1458729581-289,WAITING,1500,TRY,1500,TRY,1500,TRY,3DAUTH,155886332,23/03/2016 10:39
3623410-1458729501-145,DECLINED,10.61,EUR,10.61,EUR,105.48,NOK,DIRECT,73-1458729500-4825-3918166,23/03/2016 10:38
3623419-1458729512-196,APPROVED,19.91,EUR,19.91,EUR,197.93,NOK,3DAUTH,1573-1458729477-4732-4502111,23/03/2016 10:38
3623398-1458729478-224,APPROVED,51.13,EUR,51.13,EUR,508.29,NOK,DIRECT,12-1458729477-4628-306319,23/03/2016 10:37
3623395-1458729477-102,WAITING,12.71,EUR,12.71,EUR,43.18,TRY,3D,743-1458729476-6064-4572461,23/03/2016 10:37
3623392-1458729473-145,APPROVED,31.82,EUR,31.82,EUR,316.33,NOK,DIRECT,73-1458729472-7796-4238761,23/03/2016 10:37
3623389-1458729472-126,APPROVED,10.25,EUR,10.25,EUR,101.9,NOK,DIRECT,48-1458729469-7326-4666330,23/03/2016 10:37
3623386-1458729462-119,APPROVED,200,EUR,200,EUR,1988.22,NOK,DIRECT,5-1458729462-4476-923261,23/03/2016 10:37
3623380-1458729453-199,DECLINED,21.73,EUR,21.73,EUR,216.02,NOK,DIRECT,419-1458729452-5624-518374,23/03/2016 10:37
3623377-1458729452-264,DECLINED,10,USD,8.93,EUR,10.55,USD,3DAUTH,49572073,23/03/2016 10:37
3623365-1458729441-224,APPROVED,36.47,EUR,36.47,EUR,4846.24,JPY,DIRECT,12-1458729441-066-3381209,23/03/2016 10:37
3623362-1458729437-261,DECLINED,21.4,EUR,21.4,EUR,21.4,EUR,DIRECT,32-1458729436-7617-444122,23/03/2016 10:37
3623359-1458729437-216,WAITING,10.89,EUR,10.89,EUR,37,TRY,3D,10-1458729436-9618-4339894,23/03/2016 10:37
3623383-1458729453-101,APPROVED,11.21,EUR,11.21,EUR,38.09,TRY,3DAUTH,99-1458729431-8662-4436197,23/03/2016 10:37
3623452-1458729556-216,APPROVED,15.55,EUR,15.55,EUR,52.83,TRY,3DAUTH,10-1458729429-3636-3978694,23/03/2016 10:39
3623374-1458729449-216,DECLINED,24.57,EUR,24.57,EUR,83.47,TRY,3DAUTH,10-1458729422-7716-4914,23/03/2016 10:37
3623344-1458729413-224,APPROVED,64.94,EUR,64.94,EUR,645.58,NOK,DIRECT,12-1458729412-9344-3525152,23/03/2016 10:36
3623371-1458729445-216,DECLINED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458729408-9992-60385,23/03/2016 10:37
3623350-1458729423-216,DECLINED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458729365-4464-4665890,23/03/2016 10:37
3623335-1458729363-187,APPROVED,10.58,EUR,10.58,EUR,105.18,NOK,DIRECT,346-1458729363-0107-836144,23/03/2016 10:36
3623332-1458729362-200,APPROVED,273.99,EUR,273.99,EUR,2723.75,NOK,STORED,59-1458729361-9743-522659,23/03/2016 10:36
